cb_code,board,school_name,district,state,affiliation_id,level,year_founded,address,pincode,email,management
CB-ICS-KL-00102,CISCE,Holy Family Public School,​Pathanamthitta,Kerala,,ICSE/ISC,,Mariam Thresia Nagar Vayyattupuzha P. O. Chit,,,
CB-ICS-KL-00103,CISCE,M. K. Letha Memorial Public School,​Pathanamthitta,Kerala,,ICSE/ISC,,Ayravon Konni,,,
CB-ICS-KL-00104,CISCE,Mar Thoma Residential School,​Pathanamthitta,Kerala,,ICSE/ISC,,Post Box #1 R. S. Post Office Tiruvalla,,,
CB-ICS-KL-00105,CISCE,MT. Zion Residential School,​Pathanamthitta,Kerala,,ICSE/ISC,,P. O. Kadammanitta,,,
CB-ICS-KL-00106,CISCE,Pathanamthitta Public School,​Pathanamthitta,Kerala,,ICSE/ISC,,Majinimala Onnukal,,,
CB-ICS-KL-00107,CISCE,Sankaramangalam Public School,​Pathanamthitta,Kerala,,ICSE/ISC,,Kaviyoor P. O. Thiruvalla,,,
CB-ICS-KL-00108,CISCE,Seventh Day Adventist Eng. Medium Residential School,​Pathanamthitta,Kerala,,ICSE/ISC,,Post Box #39 Pathanamthitta P. O,,,
CB-ICS-KL-00109,CISCE,Seventh Day Adventist Higher Secondary School,​Pathanamthitta,Kerala,,ICSE/ISC,,Kuttapuzha P. O. Tiruvalla,,,
CB-ICS-KL-00110,CISCE,Shalom Public School,​Pathanamthitta,Kerala,,ICSE/ISC,,Chenneerkara P. O,,,
CB-ICS-KL-00111,CISCE,Sophia International Academy,​Pathanamthitta,Kerala,,ICSE/ISC,,Noorommavu P. O. Mallapally,,,
CB-ICS-KL-00112,CISCE,Sri Adwayananda Public School,​Pathanamthitta,Kerala,,ICSE/ISC,,"Malakkara P. O., 
Mavelikkara - Chengannur -",,,
CB-ICS-KL-00113,CISCE,Zion English Medium School,​Pathanamthitta,Kerala,,ICSE/ISC,,Ayroor South,,,
CB-ICS-KL-00114,CISCE,Chinmaya Vidyalaya,​Thiruvananthapuram,Kerala,,ICSE/ISC,,Kunnum Puram,,,
CB-ICS-KL-00115,CISCE,Christ Nagar Higher Secondary School,​Thiruvananthapuram,Kerala,,ICSE/ISC,,Kaudiar P. O,,,
CB-ICS-KL-00116,CISCE,Holy Angels I. S. C. School,​Thiruvananthapuram,Kerala,,ICSE/ISC,,Nanthencode,,,
CB-ICS-KL-00117,CISCE,Infant Jesus Convent ISC School,​Thiruvananthapuram,Kerala,,ICSE/ISC,,Murukkumpuzha,,,
CB-ICS-KL-00118,CISCE,L'ecole Chempaka,​Thiruvananthapuram,Kerala,,ICSE/ISC,,Edavacode Sreekariyam,,,
CB-ICS-KL-00119,CISCE,Little Flower Vidya Vihar,​Thiruvananthapuram,Kerala,,ICSE/ISC,,Vellayani Junction Nemom Thiruvananthapuram,,,
CB-ICS-KL-00120,CISCE,Lourde Mount School,​Thiruvananthapuram,Kerala,,ICSE/ISC,,"Vattappara P. O, Thiruvananthapuram, Kerala -",,,
CB-ICS-KL-00121,CISCE,Loyola School,​Thiruvananthapuram,Kerala,,ICSE/ISC,,Mukundara Mylakkara P. O. Thiruvananthapuram,,,
CB-ICS-KL-00123,CISCE,Marion Villa Convent I. C. S. E. School,​Thiruvananthapuram,Kerala,,ICSE/ISC,,Medical College P. O. Kumarapuram,,,
CB-ICS-KL-00124,CISCE,Nazareth Home English Medium School,​Thiruvananthapuram,Kerala,,ICSE/ISC,,Balaramapuram Balaramapuram,,,
CB-ICS-KL-00125,CISCE,Sarvodaya Vidyalaya,​Thiruvananthapuram,Kerala,,ICSE/ISC,,"Mar Ivanios Vidya Nagar, 
Bethany Hills, 
N",,,
CB-ICS-KL-00126,CISCE,Seventh Day Adventists High School,​Thiruvananthapuram,Kerala,,ICSE/ISC,,Thirumala P. O,,,
CB-ICS-KL-00127,CISCE,St. Teresa Of Avila School,​Thiruvananthapuram,Kerala,,ICSE/ISC,,Neyyattinkara Thiruvananthapuram,,,
CB-ICS-KL-00128,CISCE,St. Thomas Residential School,​Thiruvananthapuram,Kerala,,ICSE/ISC,,St. Thomas Nagar Mukkolakkal,,,
CB-ICS-KL-00129,CISCE,Trivandrum International School,​Thiruvananthapuram,Kerala,,ICSE/ISC,,"Edacode P. O. Korani, Via Kizhuvalam... +91 471 2619051 ext 251/202/260",,,
CB-ICS-KL-00130,CISCE,Christ Vidyanikethan,​Thrissur,Kerala,,ICSE/ISC,,"Christ Monastery Complex, Christ Vidyaniketha... +",,,
CB-ICS-KL-00131,CISCE,Don Bosco Central School,​Thrissur,Kerala,,ICSE/ISC,,Mullakkara Mannuthy,,,
CB-ICS-KL-00133,CISCE,Hari Sri Vidya Nidhi School,​Thrissur,Kerala,,ICSE/ISC,,Shree Rama Krishna Ashramam Lane Punkunnam,,,
CB-ICS-KL-00134,CISCE,Holy Child Central School,​Thrissur,Kerala,,ICSE/ISC,,Snehagiri Mala P. O. Kuruvilassery Trichur,,,
CB-ICS-KL-00135,CISCE,Lord's Academy,​Thrissur,Kerala,,ICSE/ISC,,Cmi Icse School Varandarappilly P O,,,
CB-ICS-KL-00136,CISCE,Mary Matha (icse) School,​Thrissur,Kerala,,ICSE/ISC,,Pudukad P. O,,,
CB-ICS-KL-00137,CISCE,Mukundapuram Public School,​Thrissur,Kerala,,ICSE/ISC,,Kallamkunnu Road P. O. Nadavaramba,,,
CB-ICS-KL-00138,CISCE,Phoenix Public School,​Thrissur,Kerala,,ICSE/ISC,,P. O. Kandamkulam Methala Kodungallur,,,
CB-ICS-KL-00139,CISCE,S. D. A. Higher Secondary School,​Thrissur,Kerala,,ICSE/ISC,,Post Box #4 Thiruvilwamala,,,
CB-ICS-KL-00140,CISCE,Sandeepani Vidyanikethan,​Thrissur,Kerala,,ICSE/ISC,,Kuttumukku Ramavarmapuram Post,,,
CB-ICS-KL-00141,CISCE,Seventh Day Adventist Higher Secondary School,​Thrissur,Kerala,,ICSE/ISC,,Moospet Road P. O. Box #704,,,
CB-ICS-KL-00142,CISCE,St. Anne's English Medium School,​Thrissur,Kerala,,ICSE/ISC,,Kuttoor P. O,,,
CB-ICS-KL-00143,CISCE,St. Catherines School,​Thrissur,Kerala,,ICSE/ISC,,Vellanchira P. O.,,,
CB-ICS-KL-00144,CISCE,St. Francis School,​Thrissur,Kerala,,ICSE/ISC,,"Palayur, Orumanayur P.O.,
Chavakkad, Thrissu",,,
CB-ICS-KL-00145,CISCE,St. Joseph's Public School,​Thrissur,Kerala,,ICSE/ISC,,Aloor P. O. Kallettumkara,,,
CB-ICS-KL-00146,CISCE,Auxilium English Medium School,​Wayanad,Kerala,,ICSE/ISC,,Vaduvanchal ( P. O. ) Vaduvanchal,,,
CB-ICS-KL-00147,CISCE,St Thomas School,​Wayanad,Kerala,,ICSE/ISC,,Chulliyode Mangalamcarp Sulthan Bathery Wayan,,,
CB-ICS-KL-00148,CISCE,St. Anne's English Medium Public School,​Wayanad,Kerala,,ICSE/ISC,,Vellamunda P. O. Mananthavady,,,
CB-ICS-KL-00149,CISCE,St. Patrick's School,​Wayanad,Kerala,,ICSE/ISC,,Chettappalam P. O. Vemom Mananthavady,,,
CB-ICS-MP-00001,CISCE,Billabong High International School,​Bhopal,Madhya Pradesh,,ICSE/ISC,,Beyond Bhadbhada Neelbad,,,
CB-ICS-MP-00002,CISCE,Mount Carmel School,​Bhopal,Madhya Pradesh,,ICSE/ISC,,Arvind Vihar Baghmugalia,,,
CB-ICS-MP-00003,CISCE,The Sanskaar Valley School,​Bhopal,Madhya Pradesh,,ICSE/ISC,,Bhadbhada Road Chandanpura,,,
CB-ICS-MP-00004,CISCE,Shri Deochand Sapkale Memorial School,​Burhanpur,Madhya Pradesh,,ICSE/ISC,,Kundi Bhandara Road Chinchala Lalbag,,,
CB-ICS-MP-00005,CISCE,Christian English College,​Chhatarpur,Madhya Pradesh,,ICSE/ISC,,Nowgong Road,,,
CB-ICS-MP-00006,CISCE,Sacred Heart Convent High School,​Chhatarpur,Madhya Pradesh,,ICSE/ISC,,Vidyadhar Colony Khajuraho,,,
CB-ICS-MP-00007,CISCE,Holy Cross Ashram School,​Datia,Madhya Pradesh,,ICSE/ISC,,Bhajanjeet Colony,,,
CB-ICS-MP-00008,CISCE,Rani Laxmibai Public School,​Datia,Madhya Pradesh,,ICSE/ISC,,Civil Lines Nazar Bagh,,,
CB-ICS-MP-00009,CISCE,Central Malwa Academy,​Dewas,Madhya Pradesh,,ICSE/ISC,,106 Bhopal Road,,,
CB-ICS-MP-00010,CISCE,St. Peter's School,​Gwalior,Madhya Pradesh,,ICSE/ISC,,Simaria Tekri Dabra,,,
CB-ICS-MP-00011,CISCE,Wendy School Junior College,​Gwalior,Madhya Pradesh,,ICSE/ISC,,Satyedev Nagar Gandhi Road,,,
CB-ICS-MP-00012,CISCE,Laurels School International,​Indore,Madhya Pradesh,,ICSE/ISC,,Talavalichanda A. B. Road Manglia P. O,,,
CB-ICS-MP-00013,CISCE,Little Wonders Convent School,​Indore,Madhya Pradesh,,ICSE/ISC,,Sector-C Near TemP. O. Stand Sukhliya,,,
CB-ICS-MP-00014,CISCE,M. S. B. Educational Institute,​Indore,Madhya Pradesh,,ICSE/ISC,,8 Manik Baugh Road,,,
CB-ICS-MP-00015,CISCE,Progressive Education (ii) School,​Indore,Madhya Pradesh,,ICSE/ISC,,49-A Dashera Maidan,,,
CB-ICS-MP-00016,CISCE,Seventh - Day Adventist Higher Secondary School,​Indore,Madhya Pradesh,,ICSE/ISC,,Kanadiya Road Near Vaibhav Nagar,,,
CB-ICS-MP-00017,CISCE,Christ Church Jabalpur Diocesan High School,​Jabalpur,Madhya Pradesh,,ICSE/ISC,,C. M. S. Compound Nehru Ward Jabalpur,,,
CB-ICS-MP-00018,CISCE,Christ Church School For Boys and Girls,​Jabalpur,Madhya Pradesh,,ICSE/ISC,,"Sleeman Road,  North Civil Lines, Jabalpur, M",,,
CB-ICS-MP-00019,CISCE,M. G. M. Higher Secondary School,​Jabalpur,Madhya Pradesh,,ICSE/ISC,,Hathital Gupteshwar Road,,,
CB-ICS-MP-00020,CISCE,St. Xavier's High School,​Jabalpur,Madhya Pradesh,,ICSE/ISC,,St. #17 Shanti Nagar Damoh Naka,,,
CB-ICS-MP-00022,CISCE,Rajeshwar Convent Higher Secondary School,​Rajgarh,Madhya Pradesh,,ICSE/ISC,,( Bioara ),,,
CB-ICS-MP-00023,CISCE,Christukula Mission Higher Secondary School,​Satna,Madhya Pradesh,,ICSE/ISC,,P. O. Mahdeva Satna,,,
CB-ICS-MP-00024,CISCE,St. Claret School,​Satna,Madhya Pradesh,,ICSE/ISC,,Barakala Kothi P. O,,,
CB-ICS-MP-00025,CISCE,M. G. M. School,​Shahdol,Madhya Pradesh,,ICSE/ISC,,Railway Colony P. O. Dhanpuri Na,,,
CB-ICS-MP-00026,CISCE,Deepti Convent Higher Secondary School,​Shajapur,Madhya Pradesh,,ICSE/ISC,,Shujalpur P. O,,,
CB-ICS-MP-00027,CISCE,Mahatma Gandhi Convent Higher Secondary School,​Shajapur,Madhya Pradesh,,ICSE/ISC,,P. O. Box #21,,,
CB-ICS-MP-00028,CISCE,St. Charles School,​Shivpuri,Madhya Pradesh,,ICSE/ISC,,Pohri Road,,,
CB-ICS-MP-00029,CISCE,St. Joseph's Higher Secondary School,​Singrauli,Madhya Pradesh,,ICSE/ISC,,Waidhan P. O. Singrauli District T,,,
CB-ICS-MP-00030,CISCE,Fatima Convent Higher Secondary School,​Ujjain,Madhya Pradesh,,ICSE/ISC,,Nagda,,,
CB-ICS-MP-00031,CISCE,Nirmala Convent School,​Ujjain,Madhya Pradesh,,ICSE/ISC,,"Premnagar, Dewas Road, Ujjain, Madhya Pradesh",,,
CB-ICS-MP-00032,CISCE,St. Thomas Higher Secondary School,​Ujjain,Madhya Pradesh,,ICSE/ISC,,Barnagar,,,
CB-ICS-MH-00001,CISCE,Jasnagra Public School,​Akola,Maharashtra,,ICSE/ISC,,Plot #21 To 28 & 54 Survey #37/2 38/1 & 40/6,,,
CB-ICS-MH-00002,CISCE,Tomoae Primary English Medium School,​Amravati,Maharashtra,,ICSE/ISC,,"Kathora Gram, Amravati (M.S.), Amravati, Maha",,,
CB-ICS-MH-00003,CISCE,St. ANN's School,​Beed,Maharashtra,,ICSE/ISC,,2718 Jalna Road,,,
CB-ICS-MH-00004,CISCE,Vianney Vidya Mandir,​Chandrapur,Maharashtra,,ICSE/ISC,,Ghugus Ward #06,,,
CB-ICS-MH-00005,CISCE,North Point School,​Dhule,Maharashtra,,ICSE/ISC,,S. #120/4 Vidhyanagar Deopur,,,
CB-ICS-MH-00006,CISCE,Vianney Vidya Niketan,​Gadchiroli,Maharashtra,,ICSE/ISC,,Beh. Moreshwar Petrol Pump Complex Area Gadch,,,
CB-ICS-MH-00007,CISCE,Anubhuti School,​Jalgaon,Maharashtra,,ICSE/ISC,,P. O. Box 115 Divine Park Shirsoli Road,,,
CB-ICS-MH-00008,CISCE,My Rich Dad's Academy,​Jalna,Maharashtra,,ICSE/ISC,,Krushak Shiromani Bhimarao Chavan Nagar Rohan,,,
CB-ICS-MH-00009,CISCE,S. D. A. High School,​Kolhapur,Maharashtra,,ICSE/ISC,,Shivaji Park Old Pune Banglore Road,,,
CB-ICS-MH-00010,CISCE,Goldcrest High,​Latur,Maharashtra,,ICSE/ISC,,New Midc Airport Road,,,
CB-ICS-MH-00011,CISCE,Activity High School,​Mumbai,Maharashtra,,ICSE/ISC,,2 Naoroji Gamadia Road   City-400 026,,,
CB-ICS-MH-00012,CISCE,Akshara High School,​Mumbai,Maharashtra,,ICSE/ISC,,Plot #1 R. S. C. 12 Sector 8 Charkop Kandival,,,
CB-ICS-MH-00013,CISCE,Avalon Heights International School,​Mumbai,Maharashtra,,ICSE/ISC,,"Plot #7, Sector 19 ( B ), Vashi, Navi Mumbai,... 91 22 27839977 / 27839988 /",,,
CB-ICS-MH-00014,CISCE,Beacon High School,​Mumbai,Maharashtra,,ICSE/ISC,,18th A Road Sangam Building Khar ( West ) Mum,,,
CB-ICS-MH-00015,CISCE,Bhaktivedanta Swami Mission School,​Mumbai,Maharashtra,,ICSE/ISC,,Off Sundervan Lane Shastri Nagar Andheri ( We,,,
CB-ICS-MH-00016,CISCE,Bombay International School,​Mumbai,Maharashtra,,ICSE/ISC,,Gilbert Building Babulnath 2nd Cross Lane Cit,,,
CB-ICS-MH-00017,CISCE,Bombay Scottish School,​Mumbai,Maharashtra,,ICSE/ISC,,Raheja Vihar Powai Mumbai City-400 072,,,
CB-ICS-MH-00019,CISCE,Campion School,​Mumbai,Maharashtra,,ICSE/ISC,,13 Cooperage Road   City-400 001,,,
CB-ICS-MH-00020,CISCE,Cathedral and John Connon School,​Mumbai,Maharashtra,,ICSE/ISC,,6 Purshottam Das Thakur Das Marg Fort Mumbai,,,
CB-ICS-MH-00021,CISCE,Children's Academy,​Mumbai,Maharashtra,,ICSE/ISC,,Thakur Complex Behind Sai Dham Temple Kandiva,,,
CB-ICS-MH-00024,CISCE,Christ Church School,​Mumbai,Maharashtra,,ICSE/ISC,,Clare Road Byculla Mumbai City-400 008,,,
CB-ICS-MH-00025,CISCE,Dhirubhai Ambani International School,​Mumbai,Maharashtra,,ICSE/ISC,,Bandra Kurla Complex Bandra ( East ) City... + 91 22 40617000 / 7001,,,
CB-ICS-MH-00026,CISCE,Diamond Jubilee High School,​Mumbai,Maharashtra,,ICSE/ISC,,39/43 Diamond Complex NeSBIt Road Mazagaon Mu,,,
CB-ICS-MH-00027,CISCE,Dunne's Institute,​Mumbai,Maharashtra,,ICSE/ISC,,Admiralty House Wode House Road Colaba Mumbai,,,
CB-ICS-MH-00028,CISCE,Euroschool Airoli,​Mumbai,Maharashtra,,ICSE/ISC,,Plot #9 A Sector 19 Near Abhyudaya Bank Airol,,,
CB-ICS-MH-00029,CISCE,G.D. Somani Memorial School,​Mumbai,Maharashtra,,ICSE/ISC,,625 G. D. Somani Marg Cuffe Parade Mumbai Cit,,,
CB-ICS-MH-00030,CISCE,Goldcrest High,​Mumbai,Maharashtra,,ICSE/ISC,,Plot #59 Sector 29 Vashi Mumbai City-400 703,,,
CB-ICS-MH-00031,CISCE,Presentation Convent School,​Mumbai,Maharashtra,,ICSE/ISC,,Plot #85 Sector 27 Nerul Mumba.,,,
CB-ICS-MH-00034,CISCE,"Vibgyor High, Malad East",​Mumbai,Maharashtra,,ICSE/ISC,,"Near Aster Society, Fire Briga.",,,
CB-ICS-MH-00035,CISCE,Shishuvan English Medium School,​Mumbai,Maharashtra,,ICSE/ISC,,426 Shraddhanand Road Matunga .,,,
CB-ICS-MH-00036,CISCE,Smt. H. M. Nanavati English High School,​Mumbai,Maharashtra,,ICSE/ISC,,Dixit Cross Road #1 Vile Parle.,,,
CB-ICS-MH-00037,CISCE,Hiranandani Foundation School,​Mumbai,Maharashtra,,ICSE/ISC,,Hiranandani Gardens Off Powai .,,,
CB-ICS-MH-00038,CISCE,St. Francis School,​Mumbai,Maharashtra,,ICSE/ISC,,Mount Poinsur Borivali ( West .,,,
CB-ICS-MH-00040,CISCE,Gopal Sharma International School,​Mumbai,Maharashtra,,ICSE/ISC,,Powai Vihar Powai City.,,,
CB-ICS-MH-00041,CISCE,Greenlawns High School,​Mumbai,Maharashtra,,ICSE/ISC,,Bomanji Petit Road Off Bhulabh.,,,
CB-ICS-MH-00042,CISCE,Greenlawns School,​Mumbai,Maharashtra,,ICSE/ISC,,Abdul Gaffar Khan Road 6 Worli.,,,
CB-ICS-MH-00043,CISCE,Sharada Gyan Peeth International School,​Mumbai,Maharashtra,,ICSE/ISC,,Datta Mandir Road Malad ( East.,,,
CB-ICS-MH-00044,CISCE,The Scholar High School,​Mumbai,Maharashtra,,ICSE/ISC,,13 Henry Road Apollo Reclamati.,,,
CB-ICS-MH-00045,CISCE,Villa Theresa High School,​Mumbai,Maharashtra,,ICSE/ISC,,66 Dr. Gopalrao Deshmukh Marg .,,,
CB-ICS-MH-00046,CISCE,Lilavatibai Podar Senior Secondary High School,​Mumbai,Maharashtra,,ICSE/ISC,,"Tower Building, Saraswati Road.",,,
CB-ICS-MH-00047,CISCE,Vishwajyot High School,​Mumbai,Maharashtra,,ICSE/ISC,,Plot #77 Sector 20 Kharghar Mu.,,,
CB-ICS-MH-00048,CISCE,Lakshdham High School,​Mumbai,Maharashtra,,ICSE/ISC,,Gokuldham Goregaon ( E )   Cit.,,,
CB-ICS-MH-00049,CISCE,St. John's High School,​Mumbai,Maharashtra,,ICSE/ISC,,Siddharth Nagar Near Garden Wa.,,,
CB-ICS-MH-00050,CISCE,Universal High School,​Mumbai,Maharashtra,,ICSE/ISC,,Ashok Van Shiv Vallabh Road Da.,,,
CB-ICS-MH-00051,CISCE,Walsingham House School,​Mumbai,Maharashtra,,ICSE/ISC,,80 Lady Jagmohan Das Road   Ci.,,,
CB-ICS-MH-00052,CISCE,Ryan International School,​Mumbai,Maharashtra,,ICSE/ISC,,Opposite Rcf Police Station Az.,,,
CB-ICS-MH-00054,CISCE,Sanjivani International School,​Mumbai,Maharashtra,,ICSE/ISC,,Plot #71/72 Sector 18 Kharghar.,,,
CB-ICS-MH-00055,CISCE,Thakur International School,​Mumbai,Maharashtra,,ICSE/ISC,,C. T. S. #1299 Shivaji Road Ka.,,,
CB-ICS-MH-00056,CISCE,Sadhu Vaswani International School,​Mumbai,Maharashtra,,ICSE/ISC,,Plot #4 Sector 15 Office Palm .,,,
CB-ICS-MH-00057,CISCE,Kohinoor International School,​Mumbai,Maharashtra,,ICSE/ISC,,Kohinoor City Kiroli Road Vidy.,,,
CB-ICS-MH-00058,CISCE,Podar International School,​Mumbai,Maharashtra,,ICSE/ISC,,Plot #30 Sector 36 Palm Beach .,,,
CB-ICS-MH-00059,CISCE,V. P. M.'s International School,​Mumbai,Maharashtra,,ICSE/ISC,,Plot 8 Sector 19 Airoli Mumbai.,,,
CB-ICS-MH-00060,CISCE,JBCN International School,​Mumbai,Maharashtra,,ICSE/ISC,,Cts Nos. 96 98 100 Ground Floo.,,,
CB-ICS-MH-00063,CISCE,Jasudben M. L. School,​Mumbai,Maharashtra,,ICSE/ISC,,Dr. Madhuri Shah Campus Ramkri.,,,
CB-ICS-MH-00064,CISCE,Sri Sri Ravishankar Vidya Mandir,​Mumbai,Maharashtra,,ICSE/ISC,,Trimurti Marg Nahur Village Mu.,,,
CB-ICS-MH-00065,CISCE,Queen Mary School,​Mumbai,Maharashtra,,ICSE/ISC,,V. P. Road Mumbai City-400 004.,,,
CB-ICS-MH-00066,CISCE,St. Mary's School,​Mumbai,Maharashtra,,ICSE/ISC,,NeSBIt Road Mazagaon Mumbai Ci.,,,
CB-ICS-MH-00067,CISCE,Meridian School,​Mumbai,Maharashtra,,ICSE/ISC,,Kalya Murbad Road Kamba Villag.,,,
CB-ICS-MH-00068,CISCE,North Point School,​Mumbai,Maharashtra,,ICSE/ISC,,Plot #22/23 Sector-6 Koperkhai.,,,
CB-ICS-MH-00069,CISCE,Orion School,​Mumbai,Maharashtra,,ICSE/ISC,,' Mangalayatan ' Paranjape ' B.,,,
CB-ICS-MH-00070,CISCE,Parle Tilak Vidyalaya,​Mumbai,Maharashtra,,ICSE/ISC,,Thanawala Lane Office Mahatma .,,,
CB-ICS-MH-00071,CISCE,Pawar Public School,​Mumbai,Maharashtra,,ICSE/ISC,,L. B. S. Road Bhandup ( W )   .,,,
CB-ICS-MH-00074,CISCE,St. Peter's School,​Mumbai,Maharashtra,,ICSE/ISC,,Shivdas Champsey Road Mazagaon.,,,
CB-ICS-MH-00075,CISCE,A.B.V.M. Agrawal Jatiya Kosh's Seth Juggilal Poddar Academy,​Mumbai Suburban,Maharashtra,,ICSE/ISC,,Upper Govind Nagar Malad ( East ),,,
CB-ICS-MH-00076,CISCE,Arya Vidya Mandir,​Mumbai Suburban,Maharashtra,,ICSE/ISC,,St. Cyril Road Bandra ( West ),,,
CB-ICS-MH-00077,CISCE,Cambridge School,​Mumbai Suburban,Maharashtra,,ICSE/ISC,,Opposite Gokul Height's Thakur Complex Kandiv,,,
CB-ICS-MH-00078,CISCE,Chatrabhuj Narsee Memorial School,​Mumbai Suburban,Maharashtra,,ICSE/ISC,,Dadabhai Road  Parle ( W ) -parle ( West ),,,
CB-ICS-MH-00079,CISCE,City International School,​Mumbai Suburban,Maharashtra,,ICSE/ISC,,"Ganga Savera Complex, Opposite Shiwarkar Gard... 020 - 26809009 /",,,
CB-ICS-MH-00080,CISCE,Gokuldham High School & Junior College,​Mumbai Suburban,Maharashtra,,ICSE/ISC,,Gokuldham Gen. A. K. Vaidya Marg Goregaon ( E,,,
CB-ICS-MH-00081,CISCE,Goregaon Education Society's English Medium School,​Mumbai Suburban,Maharashtra,,ICSE/ISC,,220 Jawahar Nagar Goregaon ( West ),,,
CB-ICS-MH-00082,CISCE,Gundecha Education Academy,​Mumbai Suburban,Maharashtra,,ICSE/ISC,,Valley of Flowers Thakur Village Kandivali (,,,
CB-ICS-MH-00083,CISCE,Hasanat High School,​Mumbai Suburban,Maharashtra,,ICSE/ISC,,Saifee Park Church Road Marol Andheri ( East,,,
CB-ICS-MH-00084,CISCE,Kapol Vidyanidhi International School,​Mumbai Suburban,Maharashtra,,ICSE/ISC,,Plot #101 B & C Mahavir Nagar Kandivali ( Wes,,,
CB-ICS-MH-00085,CISCE,Lady Ratanbai and Sir Mathuradas Vissanji Academy,​Mumbai Suburban,Maharashtra,,ICSE/ISC,,Dr. S. Radhakrishnan Marg Andheri ( East ),,,
CB-ICS-MH-00086,CISCE,Learners' Academy,​Mumbai Suburban,Maharashtra,,ICSE/ISC,,Mangal Aarti 228st. Andrews Road Bandra,,,
CB-ICS-MH-00087,CISCE,Lokhandwala Foundation School,​Mumbai Suburban,Maharashtra,,ICSE/ISC,,,,,
CB-ICS-MH-00088,CISCE,Maneckji Cooper Education Trust School,​Mumbai Suburban,Maharashtra,,ICSE/ISC,,Juhu Tara Road Juhu,,,
CB-ICS-MH-00089,CISCE,Marble ARCH School,​Mumbai Suburban,Maharashtra,,ICSE/ISC,,Link Road Extn Near Shantivan ( Mhada ) Oshiw,,,
CB-ICS-MH-00090,CISCE,P.G. Garodia School,​Mumbai Suburban,Maharashtra,,ICSE/ISC,,153 Garodia Nagar Ghatkopar ( East ),,,
CB-ICS-MH-00091,CISCE,Ryan International School,​Mumbai Suburban,Maharashtra,,ICSE/ISC,,Vastu Park Near Evershine Nagar Off Linking R,,,
CB-ICS-MH-00092,CISCE,Shri Balaji International School,​Mumbai Suburban,Maharashtra,,ICSE/ISC,,Plot #1067 Chincholi Bunder Road Off Malad Li,,,
CB-ICS-MH-00093,CISCE,SMT. Ramdevi Sobhraj Bajaj Arya Vidya Mandir,​Mumbai Suburban,Maharashtra,,ICSE/ISC,,Plot #287 J. V. P. D. Scheme Vile-Parle ( Wes,,,
CB-ICS-MH-00094,CISCE,St. Gregorios High School,​Mumbai Suburban,Maharashtra,,ICSE/ISC,,Gregorios Nagar Near Diamond Garden Sion Trom,,,
CB-ICS-MH-00095,CISCE,St. John's Universal School,​Mumbai Suburban,Maharashtra,,ICSE/ISC,,S. V. Road Goregaon ( West ).,,,
CB-ICS-MH-00096,CISCE,Thakur Public School,​Mumbai Suburban,Maharashtra,,ICSE/ISC,,Near Thakur College Ground Tha.,,,
CB-ICS-MH-00097,CISCE,M.S.B. Educational Institute,​Nagpur,Maharashtra,,ICSE/ISC,,Saify Bagh Opposite Mehta Weigh Bridge Bhanda,,,
CB-ICS-MH-00098,CISCE,Marie Poussepin's Academy,​Nagpur,Maharashtra,,ICSE/ISC,,Poussepin Nagar Mhasala Khairi P. O. Kamptee,,,
CB-ICS-MH-00099,CISCE,Seventh Day Adventist High School,​Nagpur,Maharashtra,,ICSE/ISC,,Mount Road,,,
CB-ICS-MH-00100,CISCE,The Chanda Devi Saraf School,​Nagpur,Maharashtra,,ICSE/ISC,,Hazari Pahad Kotol Road,,,
CB-ICS-MH-00101,CISCE,Ashoka Universal School,​Nashik,Maharashtra,,ICSE/ISC,,Ashoka Nagar Ashoka Marg Wadala,,,
CB-ICS-MH-00103,CISCE,Barnes School & Junior College,​Nashik,Maharashtra,,ICSE/ISC,,Devlali Devlali Camp,,,
CB-ICS-MH-00104,CISCE,Fravashi Academy,​Nashik,Maharashtra,,ICSE/ISC,,Opposite Police Academy Trimbak Road,,,
CB-ICS-MH-00105,CISCE,Good Shepherd School,​Nashik,Maharashtra,,ICSE/ISC,,Near Dr. Ambedkar Chowk Road Taluka Nandgaon,,,
CB-ICS-MH-00106,CISCE,Horizon Academy,​Nashik,Maharashtra,,ICSE/ISC,,"Horizon Academy, Udoji Maratha Boarding Near",,,
CB-ICS-MH-00107,CISCE,Orchid International School,​Nashik,Maharashtra,,ICSE/ISC,,"Kalyani Hills, Anjaneri-Vadholi, Trimbak Road... +",,,
CB-ICS-MH-00108,CISCE,Podar International School,​Nashik,Maharashtra,,ICSE/ISC,,"48, Opposite Spring Valley, Tapovan Link Road... (0253)",,,
CB-ICS-MH-00109,CISCE,Priceless Pearl Scholar's Academy,​Nashik,Maharashtra,,ICSE/ISC,,Talegaon Budruk Taluk Igatpuri,,,
CB-ICS-MH-00110,CISCE,Ryan International School,​Nashik,Maharashtra,,ICSE/ISC,,Survey Nos. 34/1/1 To 34/1/11 Village Wadala,,,
CB-ICS-MH-00111,CISCE,Seventh Day Adventist Higher Secondary School,​Nashik,Maharashtra,,ICSE/ISC,,Lasl Gaon Lasalgaon,,,
CB-ICS-MH-00112,CISCE,Silver Oak,​Nashik,Maharashtra,,ICSE/ISC,,Nandanvan Hills Chandsi,,,
CB-ICS-MH-00113,CISCE,Vidya International School,​Nashik,Maharashtra,,ICSE/ISC,,Gut #74 Dhanore Tal. Yeola,,,
